"start_time","volume","duration","mean_flowrate","mean_temp_out","mean_temp_in","type","enthalpy"
2015-10-08 07:56:21,28.3733,4,7.093325,52.75,18.25,"hot",1.13767475233333
2015-10-08 08:01:21,0.598700000000001,1,0.598700000000001,53,19,"hot",0.0236579631111111
2015-10-08 08:26:22,30.5307,2.98333333333333,10.2337541899441,54.6666666666667,19,"hot",1.26557666866667
2015-10-08 08:46:21,0.393300000000004,1.01666666666667,0.386852459016397,53,19,"hot",0.0155414680000001
2015-10-08 09:23:22,5.17999999999999,3.98333333333333,1.30041841004184,55.75,19.5,"hot",0.218236277777777
2015-10-08 09:31:21,14.7973,9,1.64414444444445,55.5,20.5,"hot",0.601921281111111
2015-10-08 09:59:21,0.145399999999995,1.01666666666667,0.143016393442618,57,22,"hot",0.00591454888888869
2015-10-08 10:02:22,0.347999999999999,1,0.347999999999999,57,22,"hot",0.0141558666666666
2015-10-08 11:38:21,1.2213,1,1.2213,59,25,"hot",0.048260348
2015-10-08 12:15:21,1.8747,1,1.8747,59,27,"hot",0.0697221760000002
2015-10-08 13:40:21,0.922699999999992,1.01666666666667,0.907573770491795,59,29,"hot",0.0321714733333331
2015-10-08 13:58:21,3.72130000000001,1,3.72130000000001,59,27,"hot",0.138399281777778
2015-10-08 14:41:22,0.309399999999997,0.983333333333333,0.314644067796607,58,28,"hot",0.0107877466666665
2015-10-08 14:50:22,1.82000000000001,0.983333333333333,1.85084745762713,59,27,"hot",0.0676878222222225
2015-10-08 15:05:21,0.454599999999999,1,0.454599999999999,58,28,"hot",0.0158503866666666
2015-10-08 15:23:22,0.3934,1,0.3934,58,29,"hot",0.0132593284444444
2015-10-08 15:31:22,2.00529999999999,2,1.00265,58,27.5,"hot",0.0710834287777775
2015-10-08 15:34:21,0.632000000000005,2.01666666666667,0.313388429752069,58,26.5,"hot",0.0231375200000002
2015-10-08 15:51:22,1.2467,1,1.2467,58,26,"hot",0.0463661582222224
2015-10-08 17:37:22,0.49069999999999,2,0.245349999999995,56,24.5,"hot",0.0179645269999996
2015-10-08 18:51:21,0.572000000000003,1,0.572000000000003,55,22,"hot",0.0219381066666668
2015-10-08 19:10:22,38.336,1.98333333333333,19.3290756302521,55,21,"hot",1.51486833777778
2015-10-08 23:28:22,0.694999999999993,1,0.694999999999993,48,20,"hot",0.0226168444444442
