"date","geyser_id","total_volume","total_elec_energy","total_enthalpy","energy_loss","t_out_min","t_out_mean","t_out_max","t_in_min","t_in_mean","t_in_max","t_amb_min","t_amb_mean","t_amb_max","total_events_count","upper_events_count","lower_events_count","event_midpoint","num_samples","packet_loss"
"2015-10-01",107,306.317,13.6965,11.0514160319259,2.64508396807407,37,44.7811831789024,55,11,19.2915181753386,33,10,20.2423378474697,36,22,4,18,10,1403,2.56944444444444
