"start_time","volume","duration","mean_flowrate","mean_temp_out","mean_temp_in","type","enthalpy"
2015-10-10 09:17:06,7.69067,3,2.56355666666667,64.3333333333333,21,"hot",0.38732492837037
2015-10-10 10:39:06,2.74663,1,2.74663,69,23,"hot",0.146840943422222
2015-10-10 10:42:06,2.044,1.98333333333333,1.03058823529412,69,22,"hot",0.111652364444444
2015-10-10 12:20:05,8.2186,2.01666666666667,4.07533884297521,67,24.5,"hot",0.405953181111111
2015-10-10 13:47:05,0.494699999999998,1.01666666666667,0.486590163934424,68,29,"hot",0.0224231019999999
2015-10-10 13:57:06,0.108000000000001,0.983333333333333,0.109830508474577,66,29,"hot",0.00464424000000002
2015-10-10 14:56:05,52.3347,13.0166666666667,4.02059154929577,69.2857142857143,23.7142857142857,"hot",2.77186169647619
2015-10-10 17:03:06,0.164000000000001,1,0.164000000000001,67,29,"hot",0.00724296888888896
2015-10-10 17:24:06,0.290700000000001,1,0.290700000000001,68,29,"hot",0.013176462
2015-10-10 17:26:06,0.181299999999993,1,0.181299999999993,68,29,"hot",0.00821772466666635
2015-10-10 17:28:06,0.824000000000012,1,0.824000000000012,68,28,"hot",0.038306844444445
2015-10-10 19:01:06,0.116,0.983333333333333,0.117966101694915,66,26,"hot",0.0053927111111111
2015-10-10 19:04:06,2.00530000000001,1,2.00530000000001,69,25,"hot",0.102546585777778
2015-10-10 19:16:06,33.2317,11,3.02106363636364,69.6363636363636,21.2727272727273,"hot",1.86793035983838
2015-10-10 21:48:06,1.527,1,1.527,67,22,"hot",0.0798621
2015-10-10 23:18:06,0.179999999999993,1,0.179999999999993,66,22,"hot",0.00920479999999962
