"start_time","volume","duration","mean_flowrate","mean_temp_out","mean_temp_in","type","enthalpy"
2015-10-06 05:59:05,25.1173,9,2.79081111111111,42.7777777777778,15.8888888888889,"hot",0.784937331308642
2015-10-06 06:11:05,9.7054,5,1.94108,42.4,16.4,"hot",0.293275620444444
2015-10-06 06:17:05,5.4813,2,2.74065,42,16.5,"hot",0.162447461
2015-10-06 06:23:05,14.7667,4,3.691675,42.5,16.5,"hot",0.446216859111111
2015-10-06 06:28:06,0.649299999999997,1.98333333333333,0.327378151260503,42,16,"hot",0.019620403111111
2015-10-06 06:41:05,3.572,2,1.786,42,16,"hot",0.107937902222222
2015-10-06 17:03:05,0.231999999999999,1,0.231999999999999,43,27,"hot",0.00431416888888888
2015-10-06 17:31:05,0.451999999999998,1,0.451999999999998,43,24,"hot",0.00998116444444441
2015-10-06 17:53:16,1.076,0.816666666666667,1.31755102040816,43,22,"hot",0.0262615733333333
2015-10-06 17:56:05,0.2667,1,0.2667,42,20,"hot",0.00681922266666667
2015-10-06 19:10:11,0.207999999999998,0.95,0.218947368421051,41,21,"hot",0.00483484444444441
2015-10-06 19:42:05,1.616,1,1.616,42,19,"hot",0.0431974755555555
2015-10-06 19:45:06,0.778699999999994,0.333333333333333,2.33609999999998,41,19,"hot",0.0199104937777776
2015-10-06 19:46:05,13.7053,3.06666666666667,4.46911956521739,42,18.25,"hot",0.378304350277778
2015-10-06 21:37:06,5.62,2,2.81,44,19,"hot",0.163292222222222
