"start_time","volume","duration","mean_flowrate","mean_temp_out","mean_temp_in","type","enthalpy"
2015-10-11 06:52:39,10.6293,3,3.5431,42.3333333333333,16.3333333333333,"hot",0.321193825333333
2015-10-11 07:04:39,2.816,3,0.938666666666666,43.6666666666667,17,"hot",0.0872751407407407
2015-10-11 07:12:39,1.3414,2,0.6707,45,17,"hot",0.0436521368888889
2015-10-11 07:30:39,0.1533,1,0.1533,45,18,"hot",0.00481055399999999
2015-10-11 08:00:39,0.2867,0.983333333333333,0.291559322033898,45,20,"hot",0.00833022777777777
2015-10-11 09:03:39,0.3253,1,0.3253,46,24,"hot",0.00831755955555557
2015-10-11 09:20:39,0.388,0.983333333333333,0.394576271186441,45,25,"hot",0.00901884444444444
2015-10-11 09:23:39,29.508,12,2.459,47.8181818181818,19.4545454545455,"hot",0.972726749090909
2015-10-11 09:38:39,1.2173,1,1.2173,47,19,"hot",0.0396136471111112
2015-10-11 09:40:38,7.916,4.01666666666667,1.97078838174274,47.5,19.75,"hot",0.255304193333333
2015-10-11 09:47:39,1.1267,2,0.56335,47,20.5,"hot",0.0347011081111111
2015-10-11 11:02:39,16.7067,4,4.176675,47.75,21,"hot",0.5194020215
2015-10-11 11:07:39,11.536,2,5.76799999999999,48,20,"hot",0.375407075555555
2015-10-11 11:10:39,47.6773,13,3.66748461538462,48,20.0909090909091,"hot",1.54648787177778
2015-10-11 11:25:39,1.12700000000001,2,0.563500000000005,48,21.5,"hot",0.0347103477777781
2015-10-11 11:30:39,38.94,11,3.54,47.6,20.1,"hot",1.24456566666667
2015-10-11 13:23:38,0.280000000000001,1.01666666666667,0.275409836065575,47,31,"hot",0.00520675555555558
2015-10-11 16:52:38,3.19999999999999,1.01666666666667,3.14754098360655,45,22,"hot",0.0855395555555553
2015-10-11 19:06:39,42.265,18.9833333333333,2.22642669007902,43.3157894736842,18.3684210526316,"hot",1.22544772280702
2015-10-11 19:49:39,0.115999999999985,1,0.115999999999985,43,18,"hot",0.00337044444444402
2015-10-11 20:48:39,44.179,4,11.04475,46.25,18,"hot",1.45051928944444
2015-10-11 21:32:39,4.89999999999998,2,2.44999999999999,46,18.5,"hot",0.156609444444444
2015-10-11 22:07:39,0.130000000000052,1,0.130000000000052,44,18,"hot",0.00392831111111269
