"start_time","volume","duration","mean_flowrate","mean_temp_out","mean_temp_in","type","enthalpy"
2015-10-07 05:57:05,25.308,7,3.61542857142857,43.7142857142857,17,"hot",0.785761177142857
2015-10-07 06:07:05,4.352,2,2.176,43,16.5,"hot",0.134036764444444
2015-10-07 06:10:05,3.712,2,1.856,43,17,"hot",0.112168391111111
2015-10-07 06:15:05,0.475999999999999,2,0.238,41.5,16.5,"hot",0.0138304444444444
2015-10-07 06:24:05,8.6387,2.08333333333333,4.146576,43,17,"hot",0.261042316888889
2015-10-07 06:27:05,20.5106,7.98333333333333,2.56917745302714,44,16.8333333333333,"hot",0.647595607185185
2015-10-07 06:37:05,0.998700000000007,1,0.998700000000007,43,17,"hot",0.0301784946666669
2015-10-07 07:20:05,2.57329999999999,0.983333333333333,2.61691525423728,45,16,"hot",0.0867316468888885
2015-10-07 07:22:05,15.8133,6,2.63555,45.5,17,"hot",0.523789207
2015-10-07 08:21:05,9.45870000000001,1.98333333333333,4.76909243697479,46,18,"hot",0.307807117333334
2015-10-07 08:24:05,4.93469999999999,3,1.6449,45.6666666666667,17.3333333333333,"hot",0.162497843333333
2015-10-07 09:07:05,1.16130000000001,2,0.580650000000006,45,19,"hot",0.0350919053333337
2015-10-07 10:14:05,31.897,5,6.3794,48,19.4,"hot",1.06024210355556
2015-10-07 10:21:05,36.707,5,7.3414,48.4,19.2,"hot",1.24572138044444
2015-10-07 10:30:05,0.131,1,0.131,48,21,"hot",0.00411078000000001
2015-10-07 10:45:05,20.28,4,5.07,45.5,20.5,"hot",0.589246666666667
2015-10-07 11:28:05,5.49699999999999,2,2.74849999999999,47.5,22,"hot",0.162912756666666
2015-10-07 11:56:05,7.60500000000002,2,3.80250000000001,48,23,"hot",0.220967500000001
2015-10-07 13:28:05,11.631,3,3.877,49,24.6666666666667,"hot",0.328933295555556
2015-10-07 18:30:05,19.932,8,2.4915,45,19.75,"hot",0.584926686666667
2015-10-07 19:15:05,5.23999999999998,2,2.61999999999999,45.5,20,"hot",0.155296133333333
2015-10-07 19:32:05,7.70500000000001,3,2.56833333333334,45.6666666666667,20,"hot",0.229843003703704
2015-10-07 19:37:05,0.716000000000008,1.98333333333333,0.361008403361349,45,20,"hot",0.020803777777778
