"start_time","volume","duration","mean_flowrate","mean_temp_out","mean_temp_in","type","enthalpy"
2015-10-12 05:49:39,17.872,6.98333333333333,2.55923627684964,44.7142857142857,17,"hot",0.575659956825397
2015-10-12 06:00:39,7.7013,5,1.54026,44.4,17.8,"hot",0.2380865452
2015-10-12 06:08:39,0.197400000000002,1,0.197400000000002,44,18,"hot",0.00596498933333339
2015-10-12 06:15:39,4.508,2,2.254,44.5,17.5,"hot",0.14146104
2015-10-12 06:19:39,0.422699999999999,2,0.211349999999999,44,18,"hot",0.0127730546666666
2015-10-12 06:33:39,26.18,6.98333333333333,3.74892601431981,45,17.1428571428571,"hot",0.847608666666667
2015-10-12 06:42:39,0.939999999999998,2,0.469999999999999,44,17,"hot",0.0294971999999999
2015-10-12 09:30:38,19.9973,2.01666666666667,9.91601652892562,46,19,"hot",0.627515274
2015-10-12 09:59:39,12.696,3,4.232,46.6666666666667,19.3333333333333,"hot",0.403319004444444
2015-10-12 10:07:39,6.288,2.98333333333333,2.1077094972067,46.6666666666667,19.6666666666667,"hot",0.19731744
2015-10-12 10:28:39,13.8097,4,3.452425,48,19.6666666666667,"hot",0.454748306296296
2015-10-12 10:49:39,6.14,2,3.07,49,20,"hot",0.206945288888889
2015-10-12 10:59:39,22.042,3,7.34733333333333,49,20.3333333333333,"hot",0.73437413037037
2015-10-12 11:03:38,0.868000000000023,2.01666666666667,0.430413223140508,48.5,20,"hot",0.0287510533333341
2015-10-12 11:09:38,1.083,1,1.083,49,20,"hot",0.0365019133333333
2015-10-12 11:56:39,4.708,2,2.354,47.5,24,"hot",0.128585942222222
2015-10-12 12:01:39,4.059,1,4.059,49,21,"hot",0.13208888
2015-10-12 12:16:38,1.607,1.01666666666667,1.58065573770492,48,21,"hot",0.05042766
2015-10-12 12:19:39,0.888999999999982,1,0.888999999999982,49,21,"hot",0.028930035555555
2015-10-12 12:45:39,4.30700000000002,2,2.15350000000001,48.5,22,"hot",0.132650814444445
2015-10-12 13:04:39,1.78,1.98333333333333,0.897478991596639,48,23.5,"hot",0.0506845111111111
2015-10-12 13:16:39,0.393000000000001,1,0.393000000000001,49,24,"hot",0.0114188333333334
2015-10-12 13:24:39,12.26,3,4.08666666666666,48.6666666666667,21.3333333333333,"hot",0.389468414814815
2015-10-12 14:23:39,0.538999999999987,1,0.538999999999987,48,28,"hot",0.0125287555555553
2015-10-12 17:03:39,1.227,0.983333333333333,1.2477966101695,45,23,"hot",0.0313730266666668
2015-10-12 18:55:42,42.288,3.95,10.7058227848101,43.4,19.2,"hot",1.18938289066667
